InputID,TargetID,Distance
1,"2220 US-20 #1,44.6329974, Bend, Oregon",0.0279457189432
1,"61153 S Hwy 97, Bend, Oregon",0.0286012862311
1,"2000 NE 3rd St #108, Bend, Oregon",0.0322236076888
1,"155 SW Century Dr #100, Bend, Oregon",0.0385190507558
